date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2014-10-09,21,11,0.0,11.5,5,100,05:46 PM,06:54 AM,05:54 AM,05:08 PM,11,15,16,15,20,17,77,0.0,1018,21,10,141,12,budapest
2014-10-10,23,13,0.0,11.5,5,87,06:23 PM,08:06 AM,05:55 AM,05:06 PM,12,17,18,17,17,9,72,0.0,1018,23,10,156,10,budapest
2014-10-11,23,13,0.0,11.5,5,80,07:05 PM,09:14 AM,05:56 AM,05:04 PM,12,18,18,18,16,8,70,0.0,1016,23,10,143,10,budapest
2014-10-12,22,13,0.0,11.4,5,72,07:51 PM,10:16 AM,05:58 AM,05:02 PM,14,18,19,18,6,9,77,0.0,1016,22,10,196,4,budapest
2014-10-13,25,14,0.0,11.4,5,65,08:41 PM,11:12 AM,05:59 AM,05:00 PM,13,19,19,19,19,13,72,0.0,1013,25,10,172,11,budapest
2014-10-14,23,15,0.0,8.7,5,58,09:35 PM,12:00 PM,06:01 AM,04:58 PM,13,19,19,19,18,12,70,0.0,1011,23,10,230,11,budapest
2014-10-15,17,13,0.0,4.0,3,51,10:31 PM,12:42 PM,06:02 AM,04:56 PM,13,15,15,15,12,60,85,0.0,1010,17,9,166,8,budapest
2014-10-16,20,13,0.0,8.7,5,43,11:29 PM,01:19 PM,06:03 AM,04:54 PM,12,16,17,16,11,39,77,0.0,1011,20,8,274,6,budapest
2014-10-17,17,12,0.0,5.5,3,36,No moonrise,01:51 PM,06:05 AM,04:52 PM,12,14,15,14,17,57,87,2.0,1013,17,10,293,10,budapest
2014-10-18,19,10,0.0,8.7,4,29,12:27 AM,02:19 PM,06:06 AM,04:51 PM,10,13,14,13,17,16,81,0.0,1024,19,9,300,10,budapest
2014-10-19,19,9,0.0,8.7,4,21,01:27 AM,02:46 PM,06:08 AM,04:49 PM,10,14,14,14,15,4,76,0.0,1026,19,10,172,10,budapest
2014-10-20,21,10,0.0,8.7,4,14,02:27 AM,03:12 PM,06:09 AM,04:47 PM,11,15,16,15,16,21,78,0.0,1018,21,10,252,9,budapest
2014-10-21,16,12,0.0,7.1,4,7,03:28 AM,03:38 PM,06:11 AM,04:45 PM,12,14,14,14,14,49,85,2.9,1011,16,10,266,9,budapest
2014-10-22,13,7,0.0,5.5,2,0,04:30 AM,04:04 PM,06:12 AM,04:43 PM,7,6,9,6,32,88,86,16.0,1004,13,9,294,23,budapest
2014-10-23,10,6,0.0,3.9,2,0,05:33 AM,04:33 PM,06:13 AM,04:42 PM,6,6,8,6,23,90,87,1.6,1007,10,9,177,16,budapest
2014-10-24,8,5,0.0,3.8,2,0,06:37 AM,05:05 PM,06:15 AM,04:40 PM,4,4,6,4,22,87,85,4.1,1017,8,10,45,15,budapest
2014-10-25,10,4,0.0,8.7,3,7,07:42 AM,05:43 PM,06:16 AM,04:38 PM,4,6,7,6,9,27,81,0.0,1025,10,10,70,6,budapest
2014-10-26,10,4,0.0,8.7,3,15,08:45 AM,06:25 PM,06:18 AM,04:36 PM,3,7,7,7,8,11,76,0.0,1030,10,10,68,5,budapest
2014-10-27,11,2,0.0,8.7,3,22,09:47 AM,07:15 PM,06:19 AM,04:35 PM,3,8,8,8,5,2,68,0.0,1031,11,10,72,3,budapest
2014-10-28,11,1,0.0,8.7,2,29,10:43 AM,08:12 PM,06:21 AM,04:33 PM,1,7,7,7,5,7,63,0.0,1027,11,10,100,3,budapest
2014-10-29,9,2,0.0,8.7,2,36,11:33 AM,09:16 PM,06:22 AM,04:31 PM,-0,5,6,5,7,29,67,0.0,1023,9,10,166,4,budapest
2014-10-30,10,2,0.0,8.7,3,44,12:17 PM,10:24 PM,06:24 AM,04:30 PM,2,6,7,6,8,12,73,0.0,1026,10,10,263,4,budapest
2014-10-31,11,3,0.0,8.7,3,48,12:57 PM,11:36 PM,06:25 AM,04:28 PM,4,6,7,6,9,9,79,0.0,1027,11,10,312,5,budapest
2014-11-01,9,2,0.0,8.7,2,60,01:32 PM,No moonset,06:27 AM,04:27 PM,2,6,6,6,6,10,77,0.0,1027,9,10,199,3,budapest
2014-11-02,10,3,0.0,8.7,3,68,02:05 PM,12:49 AM,06:28 AM,04:25 PM,4,6,6,6,9,25,85,0.0,1025,10,9,166,6,budapest
2014-11-03,11,3,0.0,8.7,3,76,02:36 PM,02:02 AM,06:30 AM,04:23 PM,3,5,7,5,16,4,77,0.0,1020,11,10,133,10,budapest
2014-11-04,15,5,0.0,8.7,3,83,03:08 PM,03:17 AM,06:31 AM,04:22 PM,4,7,9,7,33,9,73,0.0,1013,15,10,172,18,budapest
2014-11-05,17,7,0.0,8.7,4,91,03:41 PM,04:30 AM,06:33 AM,04:21 PM,7,9,11,9,29,19,77,0.0,1011,17,10,153,15,budapest
2014-11-06,15,10,0.0,8.7,4,98,04:16 PM,05:43 AM,06:34 AM,04:19 PM,9,11,12,11,17,36,80,0.7,1014,15,10,118,10,budapest
2014-11-07,18,10,0.0,8.7,4,100,04:56 PM,06:53 AM,06:36 AM,04:18 PM,11,13,14,13,16,43,86,0.7,1013,18,9,122,9,budapest
2014-11-08,16,11,0.0,7.0,4,87,05:41 PM,07:59 AM,06:37 AM,04:16 PM,12,13,13,13,11,57,88,0.0,1015,16,8,276,7,budapest
2014-11-09,15,9,0.0,8.7,4,79,06:29 PM,08:58 AM,06:39 AM,04:15 PM,10,13,13,13,12,29,85,0.0,1015,15,9,140,8,budapest
2014-11-10,14,9,0.0,8.7,4,72,07:22 PM,09:51 AM,06:41 AM,04:14 PM,9,10,11,10,16,22,89,0.0,1018,14,7,137,9,budapest
2014-11-11,14,8,0.0,8.7,4,64,08:18 PM,10:37 AM,06:42 AM,04:12 PM,9,10,11,10,16,26,87,0.0,1018,14,7,118,9,budapest
2014-11-12,13,8,0.0,8.7,3,57,09:16 PM,11:16 AM,06:44 AM,04:11 PM,7,9,10,9,18,31,81,0.0,1012,13,8,106,11,budapest
2014-11-13,14,7,0.0,7.0,3,49,10:15 PM,11:50 AM,06:45 AM,04:10 PM,7,9,10,9,17,58,83,0.0,1012,14,10,83,9,budapest
2014-11-14,14,7,0.0,8.7,3,41,11:15 PM,12:20 PM,06:47 AM,04:09 PM,7,10,10,10,9,23,82,0.0,1017,14,10,90,5,budapest
2014-11-15,13,7,0.0,8.7,3,34,No moonrise,12:48 PM,06:48 AM,04:08 PM,7,7,9,7,21,25,86,0.0,1015,13,8,130,12,budapest
2014-11-16,8,5,0.0,3.6,2,26,12:14 AM,01:14 PM,06:50 AM,04:07 PM,5,5,7,5,18,69,88,2.1,1011,8,9,110,11,budapest
2014-11-17,10,5,0.0,3.6,2,19,01:15 AM,01:39 PM,06:51 AM,04:06 PM,6,6,8,6,14,74,90,0.1,1012,10,7,110,9,budapest
2014-11-18,9,6,0.0,5.3,2,11,02:15 AM,02:05 PM,06:52 AM,04:05 PM,7,5,7,5,21,74,94,5.0,1011,9,8,113,13,budapest
2014-11-19,9,5,0.0,5.3,2,4,03:18 AM,02:33 PM,06:54 AM,04:04 PM,6,6,8,6,16,75,92,3.3,1016,9,7,232,10,budapest
2014-11-20,10,4,0.0,8.7,3,0,04:22 AM,03:04 PM,06:55 AM,04:03 PM,5,4,6,4,21,27,89,0.0,1023,10,9,314,12,budapest
2014-11-21,7,1,0.0,8.7,2,0,05:28 AM,03:39 PM,06:57 AM,04:02 PM,3,4,5,4,8,14,88,0.0,1026,7,9,310,5,budapest
2014-11-22,6,0,0.0,8.7,2,0,06:32 AM,04:19 PM,06:58 AM,04:01 PM,2,4,4,4,5,37,89,0.0,1028,6,8,190,3,budapest
2014-11-23,7,1,0.0,8.7,2,4,07:37 AM,05:08 PM,07:00 AM,04:00 PM,1,4,4,4,7,33,80,0.0,1031,7,10,120,4,budapest
2014-11-24,5,1,0.0,6.9,2,11,08:36 AM,06:04 PM,07:01 AM,03:59 PM,1,2,3,2,10,41,84,0.0,1029,5,10,117,6,budapest
2014-11-25,5,0,0.0,5.0,2,19,09:31 AM,07:07 PM,07:02 AM,03:58 PM,1,2,3,2,7,74,83,0.0,1029,5,10,115,4,budapest
2014-11-26,4,-1,0.0,8.5,2,26,10:18 AM,08:15 PM,07:04 AM,03:58 PM,-1,-0,1,-0,10,33,87,0.0,1026,4,10,99,6,budapest
2014-11-27,2,-2,0.0,6.9,2,34,10:59 AM,09:27 PM,07:05 AM,03:57 PM,-4,-3,0,-3,14,39,74,0.0,1022,2,10,107,9,budapest
2014-11-28,1,-0,0.0,3.2,1,41,11:36 AM,10:39 PM,07:07 AM,03:56 PM,-2,-3,1,-3,16,97,82,0.4,1021,1,9,86,11,budapest
2014-11-29,2,1,0.0,3.2,1,49,12:08 PM,11:52 PM,07:08 AM,03:56 PM,-1,-2,1,-2,19,99,84,1.5,1021,2,9,62,13,budapest
2014-11-30,2,1,0.0,3.2,1,56,12:39 PM,No moonset,07:09 AM,03:55 PM,-2,-2,1,-2,18,100,77,1.6,1020,2,10,76,12,budapest
2014-12-01,1,-0,0.0,3.2,1,62,01:10 PM,01:04 AM,07:10 AM,03:55 PM,-1,-5,0,-5,30,100,91,13.2,1016,1,7,78,21,budapest
2014-12-02,2,0,0.0,3.2,1,69,01:41 PM,02:16 AM,07:12 AM,03:54 PM,0,-3,1,-3,19,98,93,1.0,1015,2,10,74,13,budapest
2014-12-03,5,1,0.0,3.2,1,76,02:14 PM,03:27 AM,07:13 AM,03:54 PM,1,-0,3,-0,17,74,88,0.1,1021,5,7,71,10,budapest
2014-12-04,6,1,0.0,8.4,2,84,02:51 PM,04:36 AM,07:14 AM,03:54 PM,1,2,4,2,14,36,83,0.0,1022,6,10,85,8,budapest
2014-12-05,6,1,0.0,6.8,2,91,03:33 PM,05:43 AM,07:15 AM,03:53 PM,2,2,4,2,14,47,86,0.7,1021,6,9,92,8,budapest
2014-12-06,6,4,0.0,3.1,1,98,04:18 PM,06:45 AM,07:16 AM,03:53 PM,4,3,5,3,13,97,92,2.2,1019,6,9,87,8,budapest
2014-12-07,5,4,0.0,3.1,1,100,05:10 PM,07:41 AM,07:17 AM,03:53 PM,4,4,5,4,8,100,94,4.1,1017,5,6,90,5,budapest
2014-12-08,4,2,0.0,3.1,1,87,06:05 PM,08:30 AM,07:18 AM,03:53 PM,3,2,4,2,12,100,97,4.6,1017,4,5,229,8,budapest
2014-12-09,6,2,0.0,6.8,1,80,07:03 PM,09:13 AM,07:19 AM,03:53 PM,0,-0,3,-0,27,72,81,0.5,1021,6,9,61,16,budapest
2014-12-10,4,-1,0.0,6.8,1,73,08:02 PM,09:50 AM,07:20 AM,03:53 PM,-2,-2,1,-2,19,49,77,0.0,1023,4,10,316,12,budapest
2014-12-11,4,-1,0.0,8.3,2,66,09:01 PM,10:21 AM,07:21 AM,03:53 PM,-5,-2,1,-2,14,32,65,0.0,1020,4,10,258,8,budapest
2014-12-12,5,0,0.0,8.3,2,58,10:01 PM,10:50 AM,07:22 AM,03:53 PM,-2,-2,2,-2,28,17,73,0.2,1020,5,9,207,14,budapest
2014-12-13,6,-1,0.0,6.8,2,51,11:01 PM,11:17 AM,07:23 AM,03:53 PM,-1,0,3,0,17,36,77,0.0,1019,6,10,164,9,budapest
2014-12-14,5,3,0.0,3.1,1,44,No moonrise,11:42 AM,07:24 AM,03:53 PM,3,3,4,3,10,89,88,0.2,1022,5,9,134,6,budapest
2014-12-15,8,4,0.0,5.0,2,36,12:01 AM,12:07 PM,07:25 AM,03:53 PM,4,4,6,4,12,73,87,0.0,1022,8,8,158,7,budapest
2014-12-16,7,2,0.0,6.8,2,29,01:02 AM,12:33 PM,07:26 AM,03:53 PM,2,3,5,3,13,51,86,0.8,1016,7,10,121,8,budapest
2014-12-17,7,2,0.0,8.3,2,22,02:04 AM,01:02 PM,07:26 AM,03:53 PM,2,2,4,2,18,47,85,0.3,1013,7,8,263,11,budapest
2014-12-18,8,2,0.0,8.3,2,15,03:08 AM,01:34 PM,07:27 AM,03:54 PM,2,2,4,2,20,36,86,0.0,1018,8,10,253,11,budapest
2014-12-19,11,4,0.0,8.3,3,7,04:13 AM,02:12 PM,07:28 AM,03:54 PM,5,5,7,5,21,44,86,1.2,1018,11,10,231,11,budapest
2014-12-20,8,5,0.0,8.3,3,0,05:19 AM,02:56 PM,07:28 AM,03:55 PM,3,4,7,4,29,42,80,2.5,1019,8,10,285,17,budapest
2014-12-21,7,3,0.0,8.3,2,0,06:21 AM,03:49 PM,07:29 AM,03:55 PM,0,-0,4,-0,41,31,76,0.0,1025,7,10,300,24,budapest
2014-12-22,7,2,0.0,5.0,1,0,07:20 AM,04:50 PM,07:29 AM,03:56 PM,0,1,4,1,30,52,74,0.1,1023,7,10,256,16,budapest
2014-12-23,11,5,0.0,8.3,3,7,08:12 AM,05:59 PM,07:30 AM,03:56 PM,3,4,7,4,36,12,75,0.0,1020,11,10,276,18,budapest
2014-12-24,8,3,0.0,8.3,2,14,08:57 AM,07:12 PM,07:30 AM,03:57 PM,3,4,6,4,22,1,77,0.0,1021,8,10,263,12,budapest
2014-12-25,8,3,0.0,6.8,2,21,09:37 AM,08:26 PM,07:31 AM,03:57 PM,2,1,5,1,29,41,81,0.1,1021,8,10,278,15,budapest
2014-12-26,4,-2,0.0,6.8,2,29,10:12 AM,09:41 PM,07:31 AM,03:58 PM,-3,-3,2,-3,29,47,74,0.0,1022,4,10,309,18,budapest
2014-12-27,-1,-4,0.1,8.3,2,36,10:44 AM,10:54 PM,07:31 AM,03:59 PM,-10,-5,-2,-5,14,24,52,0.1,1016,-1,10,234,10,budapest
2014-12-28,-1,-3,0.1,5.0,2,43,11:15 AM,No moonset,07:31 AM,03:59 PM,-8,-8,-2,-8,29,69,61,0.2,1011,-1,10,90,19,budapest
2014-12-29,-4,-9,0.0,8.7,2,51,11:46 AM,12:07 AM,07:32 AM,04:00 PM,-9,-13,-6,-13,33,28,86,0.0,1022,-4,10,325,19,budapest
2014-12-30,-5,-9,0.0,8.7,2,58,12:17 PM,01:17 AM,07:32 AM,04:01 PM,-11,-11,-7,-11,16,6,73,0.0,1031,-5,10,186,10,budapest
2014-12-31,-5,-11,0.0,8.7,2,62,12:52 PM,02:26 AM,07:32 AM,04:02 PM,-13,-11,-8,-11,11,22,66,0.0,1037,-5,10,173,6,budapest
2015-01-01,-3,-9,0.2,6.9,2,72,01:31 PM,03:33 AM,07:32 AM,04:03 PM,-9,-9,-6,-9,10,55,75,0.2,1036,-3,10,272,6,budapest
2015-01-02,2,-4,0.0,5.1,1,80,02:13 PM,04:35 AM,07:32 AM,04:04 PM,-3,-4,-1,-4,15,77,91,0.2,1031,2,9,229,9,budapest
2015-01-03,4,-0,0.0,6.9,2,87,03:02 PM,05:33 AM,07:32 AM,04:05 PM,-0,-3,1,-3,31,54,89,1.0,1026,4,10,273,17,budapest
2015-01-04,4,-1,1.2,8.7,2,94,03:55 PM,06:24 AM,07:32 AM,04:06 PM,-1,-4,1,-4,36,56,89,1.4,1018,4,9,293,22,budapest
2015-01-05,2,-2,0.4,5.1,2,100,04:51 PM,07:09 AM,07:31 AM,04:07 PM,-3,-6,-0,-6,36,44,84,0.5,1024,2,9,309,21,budapest
2015-01-06,1,-5,0.0,8.7,2,100,05:50 PM,07:49 AM,07:31 AM,04:08 PM,-5,-6,-2,-6,22,0,79,0.0,1026,1,10,257,13,budapest
2015-01-07,-6,-9,0.0,5.1,2,84,06:49 PM,08:22 AM,07:31 AM,04:09 PM,-14,-10,-6,-10,11,50,54,0.0,1035,-6,10,123,8,budapest
2015-01-08,-4,-7,0.0,6.9,1,77,07:49 PM,08:53 AM,07:31 AM,04:10 PM,-12,-8,-5,-8,11,67,58,0.0,1036,-4,10,132,8,budapest
2015-01-09,4,-3,0.0,5.1,1,69,08:49 PM,09:20 AM,07:30 AM,04:11 PM,-0,-3,1,-3,33,73,89,1.3,1024,4,9,243,18,budapest
2015-01-10,11,3,0.0,5.1,3,62,09:49 PM,09:46 AM,07:30 AM,04:13 PM,5,3,7,3,39,66,93,2.9,1011,11,8,261,20,budapest
2015-01-11,11,2,0.0,5.1,2,55,10:48 PM,10:10 AM,07:30 AM,04:14 PM,2,1,5,1,36,55,81,1.5,1013,11,10,295,20,budapest
2015-01-12,6,1,0.0,8.7,2,48,11:49 PM,10:36 AM,07:29 AM,04:15 PM,-0,-1,3,-1,35,56,80,0.1,1023,6,10,271,21,budapest
2015-01-13,7,0,0.0,8.7,2,40,No moonrise,11:03 AM,07:29 AM,04:16 PM,-1,-0,3,-0,21,23,77,0.0,1023,7,10,212,11,budapest
2015-01-14,4,-0,0.0,6.9,2,33,12:51 AM,11:33 AM,07:28 AM,04:18 PM,-0,0,2,0,11,35,86,1.0,1018,4,10,174,6,budapest
2015-01-15,6,0,0.0,8.7,2,26,01:54 AM,12:06 PM,07:27 AM,04:19 PM,-1,-1,3,-1,26,20,78,0.0,1020,6,10,237,13,budapest
2015-01-16,6,1,0.0,6.9,2,19,02:58 AM,12:46 PM,07:27 AM,04:20 PM,-0,-1,3,-1,26,44,80,0.0,1018,6,10,130,14,budapest
2015-01-17,6,1,0.0,6.9,2,11,04:01 AM,01:34 PM,07:26 AM,04:22 PM,1,1,4,1,20,44,80,0.4,1016,6,9,133,10,budapest
2015-01-18,6,3,0.0,5.1,1,4,05:02 AM,02:30 PM,07:25 AM,04:23 PM,3,3,4,3,9,72,91,0.8,1018,6,9,226,5,budapest
2015-01-19,6,3,0.0,3.4,1,0,05:58 AM,03:35 PM,07:25 AM,04:25 PM,3,3,4,3,10,84,92,0.1,1014,6,6,169,6,budapest
2015-01-20,6,1,0.0,5.2,1,0,06:47 AM,04:47 PM,07:24 AM,04:26 PM,2,2,3,2,13,84,89,0.5,1014,6,9,139,8,budapest
2015-01-21,6,3,0.0,5.2,1,3,07:32 AM,06:03 PM,07:23 AM,04:27 PM,3,3,4,3,10,91,93,1.1,1015,6,5,97,6,budapest
2015-01-22,7,4,0.0,3.4,2,10,08:10 AM,07:21 PM,07:22 AM,04:29 PM,5,4,6,4,12,95,93,0.8,1015,7,6,84,8,budapest
2015-01-23,8,4,0.0,3.4,2,18,08:45 AM,08:37 PM,07:21 AM,04:30 PM,4,3,6,3,22,86,89,5.2,1013,8,9,25,14,budapest
2015-01-24,5,2,0.0,3.4,1,25,09:17 AM,09:53 PM,07:20 AM,04:32 PM,2,-0,4,-0,25,100,86,4.7,1011,5,8,252,18,budapest
2015-01-25,2,-0,2.0,3.4,1,32,09:49 AM,11:06 PM,07:19 AM,04:33 PM,-1,-4,1,-4,25,100,92,4.1,1017,2,8,329,17,budapest
2015-01-26,1,-4,0.1,5.2,1,39,10:21 AM,No moonset,07:18 AM,04:35 PM,-3,-4,-1,-4,14,69,91,0.1,1024,1,10,318,8,budapest
2015-01-27,0,-6,0.2,5.2,2,47,10:55 AM,12:17 AM,07:17 AM,04:36 PM,-4,-4,-2,-4,10,64,89,0.2,1018,0,7,260,6,budapest
2015-01-28,1,-4,0.0,8.7,2,54,11:33 AM,01:25 AM,07:16 AM,04:38 PM,-3,-4,-1,-4,14,25,92,0.0,1017,1,8,297,8,budapest
2015-01-29,0,-3,2.2,3.5,1,61,12:14 PM,02:28 AM,07:14 AM,04:40 PM,-3,-6,-1,-6,18,87,92,2.6,1004,0,6,175,12,budapest
2015-01-30,3,-1,1.9,3.5,1,69,01:00 PM,03:27 AM,07:13 AM,04:41 PM,0,-3,1,-3,29,95,94,9.5,982,3,8,187,18,budapest
2015-01-31,1,-4,0.0,8.7,2,72,01:50 PM,04:20 AM,07:12 AM,04:43 PM,-3,-6,-1,-6,28,49,85,0.6,986,1,9,237,17,budapest
2015-02-01,2,-4,0.0,3.5,1,86,02:44 PM,05:07 AM,07:11 AM,04:44 PM,-3,-4,-1,-4,17,62,85,0.0,993,2,10,162,9,budapest
2015-02-02,1,-3,0.2,5.2,1,94,03:42 PM,05:48 AM,07:09 AM,04:46 PM,-2,-4,-1,-4,21,65,87,0.3,999,1,9,300,12,budapest
2015-02-03,2,-3,0.1,8.7,2,100,04:40 PM,06:23 AM,07:08 AM,04:47 PM,-3,-4,-1,-4,16,57,83,0.1,1006,2,9,211,9,budapest
2015-02-04,1,-2,0.2,5.3,1,100,05:40 PM,06:55 AM,07:07 AM,04:49 PM,-2,-4,-0,-4,18,69,87,0.2,1009,1,9,129,11,budapest
2015-02-05,2,-3,0.0,7.0,2,84,06:39 PM,07:24 AM,07:05 AM,04:51 PM,-3,-5,-1,-5,27,41,82,0.0,1017,2,10,40,16,budapest
2015-02-06,2,-2,0.0,5.3,1,76,07:39 PM,07:50 AM,07:04 AM,04:52 PM,-5,-7,-0,-7,45,64,71,0.1,1017,2,9,41,29,budapest
2015-02-07,1,-4,0.0,8.7,2,69,08:39 PM,08:15 AM,07:02 AM,04:54 PM,-7,-6,-2,-6,18,14,70,0.0,1023,1,10,230,12,budapest
2015-02-08,3,-4,0.0,7.0,2,61,09:39 PM,08:40 AM,07:01 AM,04:55 PM,-6,-8,-1,-8,46,40,68,0.2,1012,3,8,309,32,budapest
2015-02-09,0,-4,0.6,3.7,1,53,10:39 PM,09:07 AM,06:59 AM,04:57 PM,-5,-7,-2,-7,31,63,78,0.7,1018,0,9,314,21,budapest
2015-02-10,3,0,0.0,3.8,1,46,11:41 PM,09:35 AM,06:58 AM,04:59 PM,0,-2,1,-2,20,64,92,0.1,1022,3,8,312,11,budapest
2015-02-11,4,-2,0.0,7.1,1,38,No moonrise,10:06 AM,06:56 AM,05:00 PM,-0,-1,1,-1,11,45,92,0.0,1027,4,8,265,6,budapest
2015-02-12,5,-1,0.0,7.1,2,31,12:42 AM,10:41 AM,06:55 AM,05:02 PM,-1,1,3,1,10,48,80,0.0,1029,5,7,135,6,budapest
2015-02-13,5,-1,0.0,8.7,2,23,01:44 AM,11:24 AM,06:53 AM,05:03 PM,-5,0,2,0,12,4,58,0.0,1027,5,10,125,8,budapest
2015-02-14,6,-1,0.0,8.7,2,16,02:43 AM,12:14 PM,06:51 AM,05:05 PM,-3,1,3,1,14,1,62,0.0,1021,6,10,113,10,budapest
2015-02-15,7,-0,0.0,8.7,2,8,03:41 AM,01:13 PM,06:50 AM,05:06 PM,-1,1,4,1,16,3,71,0.0,1020,7,10,99,10,budapest
2015-02-16,6,0,0.0,8.7,2,1,04:33 AM,02:19 PM,06:48 AM,05:08 PM,-1,1,3,1,18,1,75,0.0,1025,6,10,77,12,budapest
2015-02-17,3,-2,0.0,8.7,2,0,05:20 AM,03:33 PM,06:46 AM,05:10 PM,-7,-4,1,-4,22,20,59,0.0,1036,3,10,74,15,budapest
2015-02-18,4,-2,0.0,8.7,2,0,06:01 AM,04:50 PM,06:45 AM,05:11 PM,-8,-1,2,-1,13,9,50,0.0,1040,4,10,248,9,budapest
2015-02-19,4,-2,0.0,7.1,2,0,06:39 AM,06:09 PM,06:43 AM,05:13 PM,-3,-2,1,-2,15,26,75,0.0,1033,4,10,284,10,budapest
2015-02-20,6,-2,0.0,8.7,2,7,07:14 AM,07:28 PM,06:41 AM,05:14 PM,-4,1,2,1,11,6,65,0.0,1024,6,10,208,7,budapest
2015-02-21,10,-1,0.0,8.7,2,14,07:47 AM,08:45 PM,06:39 AM,05:16 PM,-3,0,4,0,30,27,63,0.0,1011,10,10,166,17,budapest
2015-02-22,9,2,0.0,5.6,2,22,08:20 AM,10:00 PM,06:38 AM,05:17 PM,2,2,5,2,21,69,79,1.8,1008,9,10,97,13,budapest
2015-02-23,8,5,0.0,4.1,2,29,08:55 AM,11:12 PM,06:36 AM,05:19 PM,5,4,6,4,14,97,93,0.8,1007,8,5,128,9,budapest
2015-02-24,10,5,0.0,4.1,2,37,09:33 AM,No moonset,06:34 AM,05:21 PM,5,6,8,6,13,81,86,0.2,1006,10,8,75,8,budapest
2015-02-25,10,5,0.0,4.1,2,44,10:13 AM,12:19 AM,06:32 AM,05:22 PM,5,4,7,4,26,88,87,2.3,1010,10,8,337,16,budapest
2015-02-26,6,5,0.0,4.1,2,52,10:58 AM,01:21 AM,06:30 AM,05:24 PM,4,3,5,3,16,100,90,5.4,1017,6,8,321,11,budapest
2015-02-27,8,3,0.0,4.1,2,60,11:48 AM,02:16 AM,06:29 AM,05:25 PM,2,4,5,4,11,73,82,0.0,1016,8,9,113,7,budapest
2015-02-28,9,4,0.0,7.2,3,67,12:40 PM,03:05 AM,06:27 AM,05:27 PM,2,4,6,4,12,72,76,0.7,1018,9,8,333,8,budapest
2015-03-01,9,2,0.0,5.7,2,72,01:36 PM,03:48 AM,06:25 AM,05:28 PM,2,5,6,5,13,65,77,0.1,1016,9,10,214,9,budapest
2015-03-02,12,4,0.0,4.2,2,79,02:34 PM,04:24 AM,06:23 AM,05:30 PM,4,4,7,4,30,67,82,1.5,1009,12,10,240,20,budapest
2015-03-03,8,3,0.0,8.7,2,86,03:33 PM,04:57 AM,06:21 AM,05:31 PM,-2,2,5,2,33,8,62,0.0,1021,8,10,288,22,budapest
2015-03-04,10,1,0.0,8.7,2,94,04:32 PM,05:27 AM,06:19 AM,05:33 PM,-3,2,5,2,24,37,57,0.1,1024,10,10,273,15,budapest
2015-03-05,8,2,0.0,4.2,1,100,05:32 PM,05:54 AM,06:17 AM,05:34 PM,-3,2,4,2,19,66,60,0.0,1027,8,10,72,12,budapest
2015-03-06,7,1,0.0,8.7,2,100,06:31 PM,06:20 AM,06:15 AM,05:36 PM,-4,0,4,0,26,7,60,0.0,1032,7,10,111,17,budapest
2015-03-07,8,0,0.0,8.7,2,84,07:32 PM,06:45 AM,06:13 AM,05:37 PM,-5,3,5,3,12,3,52,0.0,1034,8,10,51,9,budapest
2015-03-08,9,1,0.0,8.7,2,77,08:31 PM,07:11 AM,06:11 AM,05:39 PM,-4,4,5,4,10,22,53,0.0,1033,9,10,112,6,budapest
2015-03-09,10,1,0.0,8.7,3,70,09:33 PM,07:39 AM,06:09 AM,05:40 PM,-3,7,7,7,7,8,52,0.0,1030,10,10,218,4,budapest
2015-03-10,9,3,0.0,7.2,3,63,10:33 PM,08:08 AM,06:08 AM,05:42 PM,-0,5,7,5,18,38,61,0.1,1020,9,10,212,11,budapest
2015-03-11,10,3,0.0,5.7,2,55,11:34 PM,08:42 AM,06:06 AM,05:43 PM,2,5,7,5,19,63,75,0.7,1014,10,9,217,12,budapest
2015-03-12,10,4,0.0,5.8,3,48,No moonrise,09:21 AM,06:04 AM,05:44 PM,2,5,7,5,20,61,72,0.5,1015,10,10,197,13,budapest
2015-03-13,11,4,0.0,5.8,2,41,12:32 AM,10:06 AM,06:02 AM,05:46 PM,2,5,7,5,22,49,73,0.4,1016,11,9,236,14,budapest
2015-03-14,10,4,0.0,8.7,3,34,01:29 AM,10:59 AM,06:00 AM,05:47 PM,2,4,7,4,21,56,73,1.1,1018,10,9,249,14,budapest
2015-03-15,9,3,0.0,10.2,3,26,02:21 AM,12:00 PM,05:58 AM,05:49 PM,1,3,6,3,22,56,74,1.2,1017,9,9,252,14,budapest
2015-03-16,10,3,0.0,8.8,2,19,03:09 AM,01:08 PM,05:56 AM,05:50 PM,3,4,7,4,22,58,79,1.3,1018,10,9,227,14,budapest
2015-03-17,10,3,0.0,8.8,3,12,03:52 AM,02:21 PM,05:54 AM,05:52 PM,2,5,7,5,21,59,75,1.5,1017,10,9,212,14,budapest
2015-03-18,9,4,0.0,10.2,2,4,04:31 AM,03:39 PM,05:52 AM,05:53 PM,2,3,6,3,24,61,74,1.9,1014,9,9,230,15,budapest
2015-03-19,11,5,0.0,11.6,2,0,05:07 AM,04:57 PM,05:50 AM,05:54 PM,-2,6,8,6,21,40,52,2.4,1021,11,10,112,13,budapest
